0003F1DE,"SHOWROOM"
42613BFC,"Enter the new password for your account"
4272722E,"The email address you entered is invalid."
42A51ABA,"Autolog Recommends"
42A76F3F,"SRT Viper GTS UC"
42A7C020,"SRT"
42A82AF9,"Hit a Jump while pursued by Cops"
42AA8897,"Lamborghini Sesto Elemento ENF"
42AAD978,"Lamborghini"
42AD7980,"All units, be on the lookout for a street Race, last spotted heading down Fork Tongue Trail."
42AD7981,"All units near Fork Tongue Trail, we have an street race in motion. Move in and intercept."
42AD7982,"All units near Fork Tongue Trail, be advised, we have a 10-44 in progress. Pursuing officer is Code 3."
42C4CCEE,"I have a Code 3 on multiple Racers on Last Stallion Ranch.  Requesting assistance from any available units in the vicinity."
42C4CCEF,"Pursuit underway of multiple 10-44s on Last Stallion Ranch. Requesting support from any backup units in the area."
42C9A498,"The Internet is buzzing tonight with newly released videos of a racer calling himself F-8, or “Fate”, wreaking havoc on other street racers during a race."
42C9A499,"We all know street racing is a contact sport, but this level of racer-on-racer violence is unheard of."
42D6E63F,"VOLUME UP"
42E4ECA3,"Anguilla"
42EC8F7C,"Explorer"
42FF7E6B,"My speed will crush them"
430264D1,"Save data overwritten"
4310C322,"You must be signed in to Origin and the EA servers in order to access the online features of this title."
43273E7B,"{0:s} of {1:s} Super cars or better beaten in a Street car"
4333D449,"Total Slipstream: {0:s}/{1:s}"
43404D0E,"Stripes"
43504A19,"The Beast Has Awoken"
43504A1A,"This Means War"
43504A1B,"Apex Predators"
43504A1C,"Sheep's Clothing"
43504A1D,"Wolf's Clothing"
43504A1E,"Devils for Devils"
43504A1F,"Honor Amongst Thieves"
43504A20,"Over the Edge"
43544253,"Code 3 suspect has been detained, we have him."
43544254,"Dispatch, 10-44 stopped and detained. We'll bring them in."
43544255,"Dispatch, we got her, 10-44, stopped and detained. We'll bring her in, over."
43544256,"10-44 stopped and detained, we got one."
43544257,"10-44 stopped. They're going nowhere, over."
43544258,"10-44 has ditched, we have the vehicle. Will advise on driver, over."
437177E6,"12C"
438FA9A2,"El Salvador"
43A48037,"AGERA R"
43B6C232,"Miura"
43C08937,"{0:s} of {1:s} Sports cars or better beaten in a Street car"
43C1F762,"We bring our justice to them"
43C7A3AB,"I'm getting a race going on Dead Tree Canyon."
43C7A3AC,"New street race on Dead Tree Canyon. Form a line if you're in."
43C7A3AD,"Need a couple more Racers on Dead Tree Canyon. We're trying to get a race going."
43C7A3AE,"I'm setting up a new race on Dead Tree Canyon. Who's in?"
440D6D16,"Koenigsegg Agera R UC"
44157C7C,"Copy that. All pursuing units, drive with caution."
44157C7D,"10-4. All pursuing units, watch the road."
44157C7E,"Roger that. All units, proceed with caution."
44157C7F,"That's a clear copy. All pursuit units Code 3, targets are deploying spikes."
44157C80,"Copy. All units, be advised, target vehicles reported dropping Spike Strips."
44157C81,"Proceed with caution, reports of spikes in the road."
44157C82,"Code 3 suspect is reported to be using spikes, over."
44157C83,"Be advised, Code 3 suspect deploying spikes."
44157C84,"All units, proceed with caution, suspect is using spikes."
44157C9C,"Caution, caution, suspect reported to be dropping spikes."
44179473,"Save and Exit"
442E3DB2,"AUTOLOG"
443502CE,"Level 1 is the standard base for all Pursuit Tech."
443502CF,"Level 2 reduces lock-on times, while also increases damage and reducing recharge time."
443502D0,"Level 3 further decreases lock-on time, and deals more damage with recharge time reduced again."
444CA7ED,"Complete 2x Rank 10 Speedlists"
446BDE59,"Stun Mine. Electromagnetic pulse mine, rear deploying countermeasure."
4478AD3C,"Drift {0:s} while driving at High Speed"
447C35F1,"Idle"
4486BB84,"Time to look in the mirror"
4487F9DB,"Grand Tour"
4489686E,"There was a problem updating your email address."
4493BBFC,"Confirm New Password"
44B42F79,"Mauritius"
44CD9415,"Director"
44E50DCF,"Request for immediate back-up on Sunset Tunnel. All units respond."
44E50DD0,"Back-up required ASAP on Sunset Tunnel. All available units, respond to this call."
44E50DD1,"All units, 10-30 requested on Sunset Tunnel. Code 3 clearance for all available."
44F94FC7,"Dispatch I'm tracking a  street race along Gullwing Drive."
44F94FC8,"In pursuit of Racers involved in street race activity on Gullwing Drive."
44F94FC9,"Suspect vehicles ID'd in 10-44 on Gullwing Drive."
44FB026C,"Complete 2x Rank 14 Speedlists"
451257DA,"12C"
4512A259,"Loading"
4523CBCE,"458 ITALIA"
452CEF42,"Please enter a city."
45536AA1,"Live Support Program Manager"
455ED008,"Svalbard and Jan Mayen"
4579A08D,"Parked in a Command Post"
457B44B9,"McLaren 12C UC"
45843CD9,"Busted a Friend"
4589A6DB,"Buddy Bust"
458BE321,"Head-on collisions: {0:s}/{1:s}"
458CB8AD,"Ferrari 458 Italia"
45920E3C,"Senior Technical Artists"
45A85D76,"Chevrolet Corvette Stingray"
45BA40A7,"Win a late-joined Race event"
45BBE15E,"Racing in an {0:~} with {1:d} players"
45D9E924,"I have a 10-44 in progress on Driftwood Heights with multiple Racers moving fast."
45D9E925,"Control, I've spotted a street race on Driftwood Heights. Requesting support of additional units to intercept"
4606C609,"BRANDS"
460DD023,"ONLINE"
46219F54,"Electro Static"
4631D167,"F-8 is out there. Somewhere."
465D6DC4,"Sign into your Origin Account"
4661E9E2,""
466C1C77,"Multiplayer"
46729B5F,"Total Slipstream: {0:s}/{1:s}"
4673A5BC,"I'm setting up a race on Sunset Tunnel. Form up if you're in."
4673A5BD,"I'm setting up an open challenge on Sunset Tunnel."
4673A5BE,"Open challenge on Sunset Tunnel for anyone who wants a race."
4673A5BF,"Heads up. Race about to start on Sunset Tunnel."
4673A5C0,"About to get a race underway on Sunset Tunnel."
46823BD6,"New Porsche Cayman liveries"
468E2DC9,"Spike Strip is in the road. All units in the area, be advised."
468E2DCA,"Dispatch, I'm dropping spikes. Maintaining pursuit."
46914D61,"Cinematic Director"
469236D5,"You must be signed in to your Origin Account in order to access the online features of this title."
46BC2275,"Earn {0:s} from Slams"
46C2D77A,"m"
46CB7247,"Pursuits escaped: {0:s}/{1:s}"
4706DBF2,"Type A"
4706DBF3,"Type B"
4706DBF4,"Type C"
4706DBF5,"Type D"
470ACFD0,"Base Colors"
4723C4B1,"Tracker Counter"
4723DDE0,"ITALIAN VOICE ACTORS"
47653A59,"Online Marketing Manager"
478717A8,"Corvette"
478CC4F7,"I just smashed up a 10-44. Bringing him in."
478CC4F8,"Suspect vehicle is wrecked. Pursuit Terminated."
478CC4F9,"I just wrecked the target. Control, we're going to need clean-up out here."
478DA89E,"Production Systems"
47991794,"Driving in a {c0} {c1}"
47A2387E,"Race Time: {0:s}"
47B8BEEB,"Complete {0:s}  Races"
47B920D6,"We will hunt them down"
48004F70,"MDC just pinged. Looks like someone triggered a speed trap nearby."
48004F71,"A high speed vehicle just set off a speed trap nearby. Moving in to investigate."
48004F72,"Looks like a Racer just passed through here at high speed. On the lookout."
48004F73,"I've got info coming through of a know Racer speeding in the area."
48004F74,"Dispatch, my MDC's reporting a speeding vehicle just got flashed by a camera near my position."
48004F75,"Picking up an alert from a radar station. Looks like I've got a 10-41 close by."
48004F76,"Be advised, a known high speed vehicle just got ID'd by a roadside camera near my location."
48004F77,"A 10-41 just got caught by a nearby radar station. I'm going to check it out."
481929DA,"Head-ons at high speed: {0:s}/{1:s}"
4820A006,"Objective Completed"
4821C935,"Turn The Tables"
4821C938,"Bring Them Justice"
4821C948,"What They Fear Most"
4821CD76,"No Use In Running"
4821CD79,"We Are Everywhere"
4821CD89,"Rule No Longer Apply"
4821D1B7,"What I'm Made Of"
4821D1BA,"Locked And Loaded"
4821D1CA,"Ready To Roll"
4821D5F8,"Almost There"
4821D5FB,"How VRT Do Things"
4821D60B,"The Iron Glove"
4821DA39,"Last Step To VRT"
4821DA3C,"The Horsemen"
4821DA4C,"Steel and Carbon Fiber"
4821DE7A,"Begins Anew"
4821DE7D,"Masked In Darkness"
4821DE8D,"Forged From Granite"
4821E2BB,"Faster, Leaner, Stronger"
4821E2BE,"Nowhere To Hide"
4821E2CE,"Cannot Outfight Us"
4821E6FC,"Grip Is Tightening"
4821E6FF,"We Are Amongst Them"
4821E70F,"This Is Force"
4821EB3D,"We Are Closing In"
4821EB40,"Running Scared"
4821EB50,"Beginning Of The End"
4821EF7E,"It Ends Now"
4821EF81,"It Ends Here"
4821EF91,"The Final Test"
483BAFC7,"New Porsche 911 GT3 livery: Orange Crush"
483CEED2,"There are only two types of people driving this fast – cops and criminals."
483CEED3,"People accuse us of using excessive force because we put people in the wall every now and then…"
483CEED4,"but we aren't looking for a fair fight."
483CEED5,"We have to win every single time we turn our lights on or the public loses faith that we can defend them."
483CEED6,"The bottom line is that fear commands respect, and if you endanger the ungrateful masses we protect, we will come at you with everything we've got."
4841977C,"Koenigsegg names, models, emblems & body designs are trademark and/or intellectual property rights of Koenigsegg Automotive AB and used under license to Electronic Arts Inc."
484C5B52,"Democratic People's Republic of Korea"
485958DE,"{0:s} refilled {1:s}'s nitrous"
48609F33,"Speech Volume"
48690441,"PLEASE WAIT"
48742FBC,"Unlocked at Assignment 6 UC"
4875ACEE,"{0:s} deployed a Roadblock against {1:s}"
48897509,"LP 560-4"
48BA32F4,"Target's gone to ground."
48BA32F5,"Target's taken shelter somewhere nearby."
48BA32F6,"10-44 just disappeared into one of these buildings."
48BA32F7,"Suspect has gone to ground. They've given me the slip."
48BA32F8,"Target disappeared into one of these buildings."
48BA32F9,"I've lost the 10-44. Could be taking shelter somewhere nearby."
48BA32FA,"Control, Racer just disappeared. Must be hiding somewhere nearby."
48BA32FB,"I lost them, Control. Looks like they've holed up somewhere."
48C5E4BA,"911 Turbo"
48C82CF6,"All units, additional support has entered the area."
48C82CF7,"Be advised, we have new units active in the area."
48C82CF8,"All units be advised, new units on patrol."
48C82CF9,"Additional officers have joined the patrol."
48C82CFA,"We have additional patrol units available."
48C82CFB,"Additional patrol units are on the streets ."
48C82CFC,"New patrol units are now active in your area."
48C82CFD,"New patrol units are on duty."
48D6B06D,"Aerial Spike Strip deployed"
48D88713,"Friends Online: {0:s}"
48DDA594,"Audio Artists"
48FA38A0,"Hit {0:s} Racers with Pursuit Tech"
4906D84A,"Calculating your location."
490B405A,"No, Return to Menu"
4911FD72,"Drive 50 cumulative minutes in any Ford then enter garage"
491CA278,"There was a problem downloading the Terms of Service and the Privacy Policy.  Please try again later."
493CA91B,"Low"
493CB4A4,"Off"
4952BCCD,"I swerved the Heat."
4952BCCE,"I'm clear of the cops."
4952BCCF,"I gave them the slip."
4952BCD0,"I just shook off a cruiser."
4978C75E,"You have Unlocked the Classic Muscle Livery. New car personalization available."
497AC530,"Use an existing account"
497B73C6,"All units, be on the lookout for a street Race, last spotted heading down Last Stallion Ranch."
497B73C7,"All units near Last Stallion Ranch, we have an street race in motion. Move in and intercept."
497B73C8,"All units near Last Stallion Ranch, be advised, we have a 10-44 in progress. Pursuing officer is Code 3."
49CAF28D,"Scoring & Heat"
49D2E5A3,"Pursuit underway of multiple 10-44s on Pacific Woods. Requesting support from any backup units in the area."
49D2E5A4,"I'm in pursuit of multiple high speed vehicles on Pacific Woods. All nearby units move in to support."
49F0112E,"Watch the road, unit is blocking pursuit, over."
49F0112F,"Dispatch, that unit is blocking the road, re-route back up, over."
49F01130,"10-4, we'll get this guy."
49F01131,"10-4, we'll close the suspect down, over."
49F01132,"Dispatch, I can take Lead, over."
4A0279F8,"Complete 3x Rank 16 Speedlists"
4A0ED2C6,"To start any Event pull up to the start location and press the button."
4A0ED2C7,"Your goal in a Rapid Response is to drive the RCPD route as quickly and cleanly as possible."
4A41FE37,"Unlocked at Assignment 1 ENF"
4A4505D3,"Deplete the Nitrous meter"
4A493110,"Paraguay"
4A5EFF9C,"I have a Code 3 on multiple Racers on Interstate 1.  Requesting assistance from any available units in the vicinity."
4A5EFF9D,"Pursuit underway of multiple 10-44s on Interstate 1. Requesting support from any backup units in the area."
4A5F8BFD,"Pursuit underway of multiple 10-44s on Interstate 2. Requesting support from any backup units in the area."
4A5F8BFE,"I'm in pursuit of multiple high speed vehicles on Interstate 2. All nearby units move in to support."
4A60185E,"I have a Code 3 on multiple Racers on Interstate 3.  Requesting assistance from any available units in the vicinity."
4A60185F,"Pursuit underway of multiple 10-44s on Interstate 3. Requesting support from any backup units in the area."
4A60A4BF,"Pursuit underway of multiple 10-44s on Interstate 4. Requesting support from any backup units in the area."
4A60A4C0,"I'm in pursuit of multiple high speed vehicles on Interstate 4. All nearby units move in to support."
4A674EA4,"Reach Cop Rank 20"
4A677A97,"Time played:"
4A6C5711,"Track Designers"
4A90F111,"PAINT CAR"
4A9861E1,"SLR 722 S"
4AA890B5,"EMP Hits: {0:s}/{1:s}"
4AB82092,"458 Spider"
4AB9038A,"Solomon Islands"
4AD320EE,"M6 Coupé"
4ADC693D,"Tech hits while Drifting: {0:s} of {1:s}"
4ADDE542,"Decals add vinyl logos to the hood and doors of your car."
4B1202E7,"Last Exit"
4B1E4F0B,"The password reset email was not sent"
4B248B01,"Host: {0:s}"
4B3E34C1,"EVENTS COMPLETED"
4B51C76E,"Side-Slam {0:s} Cops"
4B51F63C,"Get {0:s} Nitrous Side-Slams"
4B586CDF,"F40"
4B62CE0E,"QA Compliance Testers"
4B732CDA,"Stock"
4B7A178B,"Nissan"
4B7A4A28,"I just saw a Most Wanted. Commence dragnet."
4B7A4A29,"High value target spotted. Am 10-30 and showing lights."
4B880DF3,"Dispatch, I'm not going to make it. Unable to provide backup."
4B880DF4,"Dispatch, unable to reach the location, requesting other officers fill the hole."
4B880DF5,"Unable to respond to that 10-30."
4B880DF6,"Unable to provide backup at designated location."
4B880DF7,"Control, am unable to provide backup at that position."
4B880DF8,"Control, unable to provide assistance at required location."
4B880DF9,"That's a negative on that 10-30."
4B880DFA,"That's a negatory on that backup request."
4B91A9BA,"Session Score"
4BA4D444,"I have a Code 3 on multiple Racers on Lagoon Trail.  Requesting assistance from any available units in the vicinity."
4BA4D445,"Pursuit underway of multiple 10-44s on Lagoon Trail. Requesting support from any backup units in the area."
4BBCC989,"Patrol"
4BCF8FF0,"Banked 500,000 in one go"
4BD4F9F2,"Bigger Points"
4BE7C65D,"Cop Career:"
4BED70C4,"Rear View"
4BF4039C,"I'm after them down Gullwing Drive."
4BF4039D,"We're moving down Gullwing Drive, over."
4BF80C6F,"Hit {0:s} Jumps while pursued by Cops"
